Report Date/Time: 02/01/2018 05:13 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 1,
,,,Yavapai,38,"22,762",,244,923,"56,118","38,373","118,420"
,,,Yuma,15,"7,093",,16,239,"13,857","11,745","32,950"
,,,TOTALS,160,"80,424",,622,"3,155","186,516","148,401","419,118"
,,Congressional District 5,,,,,,,,,
,,,Maricopa,128,"102,639",,625,"4,534","205,686","158,721","472,205"
,,,TOTALS,128,"102,639",,625,"4,534","205,686","158,721","472,205"
,,Congressional District 6,,,,,,,,,
,,,Maricopa,156,"112,710",,721,"4,391","185,608","158,891","462,321"
,,,TOTALS,156,"112,710",,721,"4,391","185,608","158,891","462,321"
,,Congressional District 7,,,,,,,,,
,,,Maricopa,107,"127,712",,585,"2,562","42,070","103,700","276,629"
,,,TOTALS,107,"127,712",,585,"2,562","42,070","103,700","276,629"
,,Congressional District 8,,,,,,,,,
,,,Maricopa,143,"109,879",,636,"3,590","187,690","156,200","457,995"
,,,TOTALS,143,"109,879",,636,"3,590","187,690","156,200","457,995"
,,Congressional District 9,,,,,,,,,
,,,Maricopa,140,"131,916",,"1,093","4,691","122,912","138,700","399,312"
,,,TOTALS,140,"131,916",,"1,093","4,691","122,912","138,700","399,312"
,,,STATE TOTALS,"1,483","1,096,747",,"6,938","31,554","1,262,989","1,235,863","3,634,091"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 3
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,ACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 1,,,,,,,,,
,,,Maricopa,16,"8,183",,58,409,"22,523","15,223","46,396"
,,,Yavapai,35,"18,152",,196,786,"49,051","31,652","99,837"
,,,TOTALS,51,"26,335",,254,"1,195","71,574","46,875","146,233"
,,Legislative District 2,,,,,,,,,
,,,Pima,33,"27,676",,125,466,"19,437","24,549","72,253"
,,,Santa Cruz,24,"13,801",,46,157,"4,362","8,912","27,278"
,,,TOTALS,57,"41,477",,171,623,"23,799","33,461","99,531"
,,Legislative District 3,,,,,,,,,
,,,Pima,41,"44,839",,447,735,"15,052","27,467","88,540"
,,,TOTALS,41,"44,839",,447,735,"15,052","27,467","88,540"
,,Legislative District 4,,,,,,,,,
,,,Maricopa,17,"8,627",,64,276,"10,192","11,294","30,453"
,,,Pima,17,"7,425",,42,80,"2,317","4,767","14,631"
,,,Pinal,1,156,,0,0,11,85,252
,,,Yuma,23,"19,898",,43,261,"8,181","17,051","45,434"
,,,TOTALS,58,"36,106",,149,617,"20,701","33,197","90,770"
,,Legislative District 5,,,,,,,,,
,,,La Paz,11,"2,223",,14,38,"3,766","3,531","9,572"
,,,Mohave,22,"20,206",,155,738,"53,341","44,033","118,473"
,,,TOTALS,33,"22,429",,169,776,"57,107","47,564","128,045"
,,Legislative District 6,,,,,,,,,
,,,Coconino,45,"21,148",,268,679,"16,602","20,937","59,634"
,,,Gila,18,"3,215",,21,133,"10,027","5,039","18,435"
,,,Navajo,5,"2,986",,15,123,"9,351","4,181","16,656"
,,,Yavapai,10,"9,910",,109,292,"13,815","13,940","38,066"
,,,TOTALS,78,"37,259",,413,"1,227","49,795","44,097","132,791"
,,Legislative District 7,,,,,,,,,
,,,Apache,44,"28,783",,55,151,"8,796","12,725","50,510"
,,,Coconino,26,"11,540",,35,176,"4,546","6,946","23,243"
,,,Gila,3,"1,975",,1,8,200,974,"3,158"
,,,Graham,2,"1,465",,1,5,198,646,"2,315"
,,,Mohave,2,275,,0,2,117,386,780
,,,Navajo,9,"22,334",,57,298,"11,834","13,525","48,048"
,,,Pinal,1,0,,0,0,0,0,0
,,,TOTALS,87,"66,372",,149,640,"25,691","35,202","128,054"
,,Legislative District 8,,,,,,,,,
,,,Gila,18,"3,943",,10,42,"2,676","2,503","9,174"
,,,Pinal,51,"27,379",,125,671,"28,383","33,731","90,289"
,,,TOTALS,69,"31,322",,135,713,"31,059","36,234","99,463"
,,Legislative District 9,,,,,,,,,
,,,Pima,57,"46,116",,410,995,"37,184","35,631","120,336"
,,,TOTALS,57,"46,116",,410,995,"37,184","35,631","120,336"
,,Legislative District 10,,,,,,,,,
,,,Pima,49,"43,754",,395,"1,011","37,795","34,573","117,528"
,,,TOTALS,49,"43,754",,395,"1,011","37,795","34,573","117,528"
,,Legislative District 11,,,,,,,,,
,,,Pima,34,"21,316",,139,575,"33,305","23,934","79,269"
,,,Pinal,27,"15,018",,87,500,"20,063","21,966","57,634"
,,,TOTALS,61,"36,334",,226,"1,075","53,368","45,900","136,903"
,,Legislative District 12,,,,,,,,,
,,,Maricopa,37,"31,359",,182,"1,585","71,561","50,366","155,053"
,,,Pinal,1,280,,2,20,704,557,"1,563"
,,,TOTALS,38,"31,639",,184,"1,605","72,265","50,923","156,616"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 4
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,ACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 13,,,,,,,,,
,,,Maricopa,29,"19,415",,113,684,"34,417","29,013","83,642"
,,,Yuma,21,"9,421",,21,301,"16,372","14,641","40,756"
,,,TOTALS,50,"28,836",,134,985,"50,789","43,654","124,398"
,,Legislative District 14,,,,,,,,,
,,,Cochise,49,"19,077",,131,551,"27,490","23,913","71,162"
,,,Graham,20,"4,050",,12,74,"8,205","3,894","16,235"
,,,Greenlee,8,"1,981",,3,35,"1,409","1,354","4,782"
,,,Pima,17,"6,785",,47,296,"13,036","9,318","29,482"
,,,TOTALS,94,"31,893",,193,956,"50,140","38,479","121,661"
,,Legislative District 15,,,,,,,,,
,,,Maricopa,42,"32,171",,216,"1,397","59,659","48,158","141,601"
,,,TOTALS,42,"32,171",,216,"1,397","59,659","48,158","141,601"
,,Legislative District 16,,,,,,,,,
,,,Maricopa,25,"18,177",,131,830,"34,745","31,198","85,081"
,,,Pinal,21,"9,973",,73,400,"20,073","19,463","49,982"
,,,TOTALS,46,"28,150",,204,"1,230","54,818","50,661","135,063"
,,Legislative District 17,,,,,,,,,
,,,Maricopa,40,"37,778",,188,"1,366","53,152","49,665","142,149"
,,,TOTALS,40,"37,778",,188,"1,366","53,152","49,665","142,149"
,,Legislative District 18,,,,,,,,,
,,,Maricopa,41,"44,158",,327,"1,507","49,574","47,009","142,575"
,,,TOTALS,41,"44,158",,327,"1,507","49,574","47,009","142,575"
,,Legislative District 19,,,,,,,,,
,,,Maricopa,29,"37,160",,110,710,"14,380","34,294","86,654"
,,,TOTALS,29,"37,160",,110,710,"14,380","34,294","86,654"
,,Legislative District 20,,,,,,,,,
,,,Maricopa,47,"35,384",,261,"1,318","44,267","44,922","126,152"
,,,TOTALS,47,"35,384",,261,"1,318","44,267","44,922","126,152"
,,Legislative District 21,,,,,,,,,
,,,Maricopa,42,"34,945",,192,989,"48,026","46,597","130,749"
,,,TOTALS,42,"34,945",,192,989,"48,026","46,597","130,749"
,,Legislative District 22,,,,,,,,,
,,,Maricopa,48,"32,805",,152,"1,028","71,097","51,209","156,291"
,,,TOTALS,48,"32,805",,152,"1,028","71,097","51,209","156,291"
,,Legislative District 23,,,,,,,,,
,,,Maricopa,54,"35,580",,186,"1,303","74,147","55,154","166,370"
,,,TOTALS,54,"35,580",,186,"1,303","74,147","55,154","166,370"
,,Legislative District 24,,,,,,,,,
,,,Maricopa,40,"42,698",,363,"1,260","22,648","36,064","103,033"
,,,TOTALS,40,"42,698",,363,"1,260","22,648","36,064","103,033"
,,Legislative District 25,,,,,,,,,
,,,Maricopa,42,"29,801",,244,"1,325","60,596","45,026","136,992"
,,,TOTALS,42,"29,801",,244,"1,325","60,596","45,026","136,992"
,,Legislative District 26,,,,,,,,,
,,,Maricopa,34,"33,507",,336,"1,267","21,522","36,876","93,508"
,,,TOTALS,34,"33,507",,336,"1,267","21,522","36,876","93,508"
,,Legislative District 27,,,,,,,,,
,,,Maricopa,36,"43,962",,176,713,"12,318","32,777","89,946"
,,,TOTALS,36,"43,962",,176,713,"12,318","32,777","89,946"
,,Legislative District 28,,,,,,,,,
,,,Maricopa,57,"39,488",,264,"1,412","50,037","42,281","133,482"
,,,TOTALS,57,"39,488",,264,"1,412","50,037","42,281","133,482"
,,Legislative District 29,,,,,,,,,
,,,Maricopa,33,"32,917",,110,795,"14,442","31,360","79,624"
,,,TOTALS,33,"32,917",,110,795,"14,442","31,360","79,624"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 5
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,ACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 30,,,,,,,,,
,,,Maricopa,29,"31,532",,180,781,"15,987","30,553","79,033"
,,,TOTALS,29,"31,532",,180,781,"15,987","30,553","79,033"
,,,STATE TOTALS,"1,483","1,096,747",,"6,938","31,554","1,262,989","1,235,863","3,634,091"
Report Date/Time: 02/01/2018 05:13 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 6,
,,,,,"2018 January Voter Registration - January 1, 2018",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,INACTIVE,,,,,,
,,Precincts,Date/Period,Democratic,,Green,Libertarian,Republican,Other,TOTAL,
,Apache,45,Jul-17,"1,255",,2,15,519,860,"2,651",
,,45,Oct-17,"1,224",,2,15,506,837,"2,584",
,,44,Jan-18,"1,231",,2,15,532,877,"2,657",
,Cochise,49,Jul-17,"2,459",,31,80,"2,938","4,609","10,117",
,,49,Oct-17,"2,427",,31,81,"2,880","4,580","9,999",
,,49,Jan-18,"3,100",,42,103,"3,972","6,363","13,580",
,Coconino,71,Jul-17,"2,409",,48,96,"1,468","4,354","8,375",
,,71,Oct-17,"2,467",,49,102,"1,540","4,417","8,575",
,,71,Jan-18,"2,442",,48,97,"1,517","4,363","8,467",
,Gila,39,Jul-17,"1,632",,9,48,"1,752","2,323","5,764",
,,39,Oct-17,"1,604",,9,44,"1,726","2,295","5,678",
,,39,Jan-18,"1,581",,9,43,"1,704","2,276","5,613",
,Graham,22,Jul-17,514,,2,6,705,852,"2,079",
,,22,Oct-17,539,,2,6,718,841,"2,106",
,,22,Jan-18,531,,2,6,697,829,"2,065",
,Greenlee,8,Jul-17,66,,0,0,65,107,238,
,,8,Oct-17,63,,0,0,64,101,228,
,,8,Jan-18,56,,0,0,60,98,214,
,La Paz,11,Jul-17,514,,7,9,615,935,"2,080",
,,11,Oct-17,504,,7,9,606,921,"2,047",
,,11,Jan-18,501,,7,9,597,915,"2,029",
,Maricopa,724,Jul-17,"76,160",,687,"3,408","73,338","135,325","288,918",
,,724,Oct-17,"51,945",,481,"2,314","49,142","88,288","192,170",
,,738,Jan-18,"62,914",,561,"2,748","55,868","107,024","229,115",
,Mohave,24,Jul-17,"5,370",,37,156,"7,227","12,237","25,027",
,,24,Oct-17,"5,336",,37,157,"7,187","12,376","25,093",
,,24,Jan-18,"5,812",,41,170,"8,015","13,773","27,811",
,Navajo,14,Jul-17,"1,663",,11,44,"1,590","1,791","5,099",
,,14,Oct-17,"1,636",,11,44,"1,560","1,759","5,010",
,,14,Jan-18,"2,275",,16,64,"2,416","2,625","7,396",
,Pima,248,Jul-17,"18,889",,323,640,"15,091","26,853","61,796",
,,248,Oct-17,"23,131",,388,758,"17,112","31,484","72,873",
,,248,Jan-18,"26,566",,423,882,"20,301","35,305","83,477",
,Pinal,102,Jul-17,"3,616",,21,110,"3,509","6,402","13,658",
,,102,Oct-17,"3,507",,21,106,"3,395","6,272","13,301",
,,102,Jan-18,"3,467",,21,108,"3,354","6,182","13,132",
,Santa Cruz,24,Jul-17,"1,125",,4,17,384,"1,068","2,598",
,,24,Oct-17,"1,106",,4,17,384,"1,061","2,572",
,,24,Jan-18,"1,095",,4,16,378,"1,051","2,544",
,Yavapai,45,Jul-17,"2,055",,43,140,"3,782","5,701","11,721",
,,45,Oct-17,"2,894",,58,199,"5,508","7,411","16,070",
,,45,Jan-18,"2,788",,58,194,"5,258","7,285","15,583",
,Yuma,44,Jul-17,"5,270",,20,178,"4,989","9,496","19,953",
,,44,Oct-17,"5,995",,26,200,"5,904","10,674","22,799",
,,44,Jan-18,"6,155",,28,201,"5,957","10,827","23,168",
,TOTALS:,"1,470",Jul-17,"122,997",,"1,245","4,947","117,972","212,913","460,074",
,,"1,470",Oct-17,"104,378",,"1,126","4,052","98,232","173,317","381,105",
,,"1,483",Jan-18,"120,514",,"1,262","4,656","110,626","199,793","436,851",
,PERCENTAGES:,,Jul-17,26.73,,0.27,1.08,25.64,46.28,,
,,,Oct-17,27.39,,0.3,1.06,25.78,45.48,,
,,,Jan-18,27.59,,0.29,1.07,25.32,45.73,,
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 7
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Congressional,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Congressional District 1,,,,,,,,,
,,,Apache,44,"1,231",,2,15,532,877,"2,657"
,,,Coconino,71,"2,442",,48,97,"1,517","4,363","8,467"
,,,Gila,22,973,,3,16,451,"1,001","2,444"
,,,Graham,22,531,,2,6,697,829,"2,065"
,,,Greenlee,8,56,,0,0,60,98,214
,,,Maricopa,2,10,,0,0,2,8,20
,,,Mohave,2,15,,0,0,11,34,60
,,,Navajo,14,"2,275",,16,64,"2,416","2,625","7,396"
,,,Pima,26,"1,798",,14,86,"3,028","3,091","8,017"
,,,Pinal,60,"2,053",,13,41,"1,473","2,886","6,466"
,,,Yavapai,7,469,,11,24,525,971,"2,000"
,,,TOTALS,278,"11,853",,109,349,"10,712","16,783","39,806"
,,Congressional District 2,,,,,,,,,
,,,Cochise,49,"3,100",,42,103,"3,972","6,363","13,580"
,,,Pima,145,"16,635",,287,607,"13,820","23,456","54,805"
,,,TOTALS,194,"19,735",,329,710,"17,792","29,819","68,385"
,,Congressional District 3,,,,,,,,,
,,,Maricopa,46,"4,479",,23,157,"2,962","7,779","15,400"
,,,Pima,77,"8,133",,122,189,"3,453","8,758","20,655"
,,,Pinal,1,6,,0,0,0,2,8
,,,Santa Cruz,24,"1,095",,4,16,378,"1,051","2,544"
,,,Yuma,29,"4,124",,18,122,"2,869","6,488","13,621"
,,,TOTALS,177,"17,837",,167,484,"9,662","24,078","52,228"
,,Congressional District 4,,,,,,,,,
,,,Gila,17,608,,6,27,"1,253","1,275","3,169"
,,,La Paz,11,501,,7,9,597,915,"2,029"
,,,Maricopa,16,326,,5,13,683,827,"1,854"
,,,Mohave,22,"5,797",,41,170,"8,004","13,739","27,751"
,,,Pinal,41,"1,408",,8,67,"1,881","3,294","6,658"
,,,Yavapai,38,"2,319",,47,170,"4,733","6,314","13,583"
,,,Yuma,15,"2,031",,10,79,"3,088","4,339","9,547"
,,,TOTALS,160,"12,990",,124,535,"20,239","30,703","64,591"
,,Congressional District 5,,,,,,,,,
,,,Maricopa,128,"7,237",,89,384,"12,186","16,860","36,756"
,,,TOTALS,128,"7,237",,89,384,"12,186","16,860","36,756"
,,Congressional District 6,,,,,,,,,
,,,Maricopa,156,"8,588",,98,470,"11,426","17,078","37,660"
,,,TOTALS,156,"8,588",,98,470,"11,426","17,078","37,660"
,,Congressional District 7,,,,,,,,,
,,,Maricopa,107,"16,711",,79,417,"5,342","21,168","43,717"
,,,TOTALS,107,"16,711",,79,417,"5,342","21,168","43,717"
,,Congressional District 8,,,,,,,,,
,,,Maricopa,143,"8,543",,71,367,"10,941","16,126","36,048"
,,,TOTALS,143,"8,543",,71,367,"10,941","16,126","36,048"
,,Congressional District 9,,,,,,,,,
,,,Maricopa,140,"17,020",,196,940,"12,326","27,178","57,660"
,,,TOTALS,140,"17,020",,196,940,"12,326","27,178","57,660"
,,,STATE TOTALS,"1,483","120,514",,"1,262","4,656","110,626","199,793","436,851"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 8
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 1,,,,,,,,,
,,,Maricopa,16,551,,7,41,"1,143","1,195","2,937"
,,,Yavapai,35,"1,842",,36,147,"4,116","5,115","11,256"
,,,TOTALS,51,"2,393",,43,188,"5,259","6,310","14,193"
,,Legislative District 2,,,,,,,,,
,,,Pima,33,"3,374",,32,87,"2,436","4,620","10,549"
,,,Santa Cruz,24,"1,095",,4,16,378,"1,051","2,544"
,,,TOTALS,57,"4,469",,36,103,"2,814","5,671","13,093"
,,Legislative District 3,,,,,,,,,
,,,Pima,41,"6,309",,137,158,"2,627","6,702","15,933"
,,,TOTALS,41,"6,309",,137,158,"2,627","6,702","15,933"
,,Legislative District 4,,,,,,,,,
,,,Maricopa,17,"1,214",,5,45,"1,226","2,626","5,116"
,,,Pima,17,638,,4,8,271,679,"1,600"
,,,Pinal,1,6,,0,0,0,2,8
,,,Yuma,23,"3,554",,11,90,"2,175","5,337","11,167"
,,,TOTALS,58,"5,412",,20,143,"3,672","8,644","17,891"
,,Legislative District 5,,,,,,,,,
,,,La Paz,11,501,,7,9,597,915,"2,029"
,,,Mohave,22,"5,797",,41,170,"8,004","13,739","27,751"
,,,TOTALS,33,"6,298",,48,179,"8,601","14,654","29,780"
,,Legislative District 6,,,,,,,,,
,,,Coconino,45,"1,848",,47,88,"1,272","3,765","7,020"
,,,Gila,18,616,,6,28,"1,261","1,284","3,195"
,,,Navajo,5,321,,1,15,855,697,"1,889"
,,,Yavapai,10,946,,22,47,"1,142","2,170","4,327"
,,,TOTALS,78,"3,731",,76,178,"4,530","7,916","16,431"
,,Legislative District 7,,,,,,,,,
,,,Apache,44,"1,231",,2,15,532,877,"2,657"
,,,Coconino,26,594,,1,9,245,598,"1,447"
,,,Gila,3,416,,1,4,54,268,743
,,,Graham,2,181,,1,0,31,132,345
,,,Mohave,2,15,,0,0,11,34,60
,,,Navajo,9,"1,954",,15,49,"1,561","1,928","5,507"
,,,Pinal,1,0,,0,0,0,0,0
,,,TOTALS,87,"4,391",,20,77,"2,434","3,837","10,759"
,,Legislative District 8,,,,,,,,,
,,,Gila,18,549,,2,11,389,724,"1,675"
,,,Pinal,51,"1,975",,8,45,"1,660","3,565","7,253"
,,,TOTALS,69,"2,524",,10,56,"2,049","4,289","8,928"
,,Legislative District 9,,,,,,,,,
,,,Pima,57,"6,702",,123,238,"4,760","8,672","20,495"
,,,TOTALS,57,"6,702",,123,238,"4,760","8,672","20,495"
,,Legislative District 10,,,,,,,,,
,,,Pima,49,"6,655",,103,235,"5,340","9,358","21,691"
,,,TOTALS,49,"6,655",,103,235,"5,340","9,358","21,691"
,,Legislative District 11,,,,,,,,,
,,,Pima,34,"2,137",,18,108,"3,512","3,751","9,526"
,,,Pinal,27,840,,8,27,791,"1,306","2,972"
,,,TOTALS,61,"2,977",,26,135,"4,303","5,057","12,498"
,,Legislative District 12,,,,,,,,,
,,,Maricopa,37,"2,504",,32,156,"5,128","6,593","14,413"
,,,Pinal,1,18,,0,2,49,40,109
,,,TOTALS,38,"2,522",,32,158,"5,177","6,633","14,522"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 9
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 13,,,,,,,,,
,,,Maricopa,29,"1,751",,16,77,"2,419","3,671","7,934"
,,,Yuma,21,"2,601",,17,111,"3,782","5,490","12,001"
,,,TOTALS,50,"4,352",,33,188,"6,201","9,161","19,935"
,,Legislative District 14,,,,,,,,,
,,,Cochise,49,"3,100",,42,103,"3,972","6,363","13,580"
,,,Graham,20,350,,1,6,666,697,"1,720"
,,,Greenlee,8,56,,0,0,60,98,214
,,,Pima,17,751,,6,48,"1,355","1,523","3,683"
,,,TOTALS,94,"4,257",,49,157,"6,053","8,681","19,197"
,,Legislative District 15,,,,,,,,,
,,,Maricopa,42,"2,397",,24,142,"3,930","5,020","11,513"
,,,TOTALS,42,"2,397",,24,142,"3,930","5,020","11,513"
,,Legislative District 16,,,,,,,,,
,,,Maricopa,25,"1,251",,11,62,"1,919","2,792","6,035"
